season,team_name,player_id,player_name,injury_type,reason,fixture_date,end_date,days_out
2023-2024,Brighton,70747,J. Enciso,Missing Fixture,Knee Injury,2023-12-06,,230
2023-2024,Brighton,18963,L. Dunk,Missing Fixture,Red Card,2023-12-06,,189
2023-2024,Brighton,14,M. Dahoud,Missing Fixture,Red Card,2023-12-06,,11
2023-2024,Brighton,46731,P. Estupinan,Missing Fixture,Injury,2023-12-06,,189
2023-2024,Brighton,18973,S. March,Missing Fixture,Knee Injury,2023-12-06,,205
2023-2024,Brighton,138815,T. Lamptey,Missing Fixture,Muscle Injury,2023-12-06,,191
2023-2024,Brighton,135775,A. Fati,Missing Fixture,Calf Injury,2023-12-09,,61
2023-2024,Brighton,19265,A. Webster,Questionable,Knock,2023-12-09,,0
2023-2024,Brighton,1469,D. Welbeck,Missing Fixture,Muscle Injury,2023-12-09,,49
2023-2024,Brighton,70747,J. Enciso,Missing Fixture,Knee Injury,2023-12-09,,230
2023-2024,Brighton,46731,P. Estupinan,Missing Fixture,Injury,2023-12-09,,189
2023-2024,Brighton,18973,S. March,Missing Fixture,Knee Injury,2023-12-09,,205
2023-2024,Brighton,138815,T. Lamptey,Missing Fixture,Muscle Injury,2023-12-09,,191
2023-2024,Brighton,135775,A. Fati,Missing Fixture,Calf Injury,2023-12-14,,61
2023-2024,Brighton,19265,A. Webster,Questionable,Knock,2023-12-14,,0
2023-2024,Brighton,1469,D. Welbeck,Missing Fixture,Muscle Injury,2023-12-14,,49
2023-2024,Brighton,70747,J. Enciso,Missing Fixture,Knee Injury,2023-12-14,,230
2023-2024,Brighton,46731,P. Estupinan,Missing Fixture,Injury,2023-12-14,,189
2023-2024,Brighton,18973,S. March,Missing Fixture,Knee Injury,2023-12-14,,205
2023-2024,Brighton,138815,T. Lamptey,Missing Fixture,Muscle Injury,2023-12-14,,191
2023-2024,Brighton,135775,A. Fati,Missing Fixture,Calf Injury,2023-12-17,,61
2023-2024,Brighton,19265,A. Webster,Questionable,Knock,2023-12-17,,0
2023-2024,Brighton,70747,J. Enciso,Missing Fixture,Knee Injury,2023-12-17,,230
2023-2024,Brighton,46731,P. Estupinan,Missing Fixture,Injury,2023-12-17,,189
2023-2024,Brighton,18973,S. March,Missing Fixture,Knee Injury,2023-12-17,,205
2023-2024,Brighton,138815,T. Lamptey,Missing Fixture,Muscle Injury,2023-12-17,,191
2023-2024,Brighton,135775,A. Fati,Missing Fixture,Calf Injury,2023-12-21,,61
2023-2024,Brighton,19265,A. Webster,Missing Fixture,Knock,2023-12-21,,113
2023-2024,Brighton,70747,J. Enciso,Missing Fixture,Knee Injury,2023-12-21,,230
2023-2024,Brighton,537,J. Veltman,Missing Fixture,Knee Injury,2023-12-21,,43
2023-2024,Brighton,46731,P. Estupinan,Missing Fixture,Injury,2023-12-21,,189
2023-2024,Brighton,18973,S. March,Missing Fixture,Knee Injury,2023-12-21,,205
2023-2024,Brighton,138815,T. Lamptey,Missing Fixture,Muscle Injury,2023-12-21,,191
2023-2024,Brighton,135775,A. Fati,Missing Fixture,Calf Injury,2023-12-28,,61
2023-2024,Brighton,19265,A. Webster,Missing Fixture,Knock,2023-12-28,,113
2023-2024,Brighton,70747,J. Enciso,Missing Fixture,Knee Injury,2023-12-28,,230
2023-2024,Brighton,537,J. Veltman,Missing Fixture,Knee Injury,2023-12-28,,43
2023-2024,Brighton,106835,K. Mitoma,Missing Fixture,Ankle Injury,2023-12-28,,70
2023-2024,Brighton,18973,S. March,Missing Fixture,Knee Injury,2023-12-28,,205
2023-2024,Brighton,138815,T. Lamptey,Missing Fixture,Muscle Injury,2023-12-28,,191
2023-2024,Brighton,135775,A. Fati,Missing Fixture,Calf Injury,2024-01-02,,61
2023-2024,Brighton,7600,Igor,Questionable,Knock,2024-01-02,,0
2023-2024,Brighton,70747,J. Enciso,Missing Fixture,Knee Injury,2024-01-02,,230
2023-2024,Brighton,537,J. Veltman,Missing Fixture,Knee Injury,2024-01-02,,43
2023-2024,Brighton,106835,K. Mitoma,Missing Fixture,Ankle Injury,2024-01-02,,70
2023-2024,Brighton,18963,L. Dunk,Missing Fixture,Yellow Cards,2024-01-02,,189
2023-2024,Brighton,301771,S. Adingra,Missing Fixture,Thigh Injury,2024-01-02,,38
2023-2024,Brighton,18973,S. March,Missing Fixture,Knee Injury,2024-01-02,,205
2023-2024,Brighton,138815,T. Lamptey,Missing Fixture,Muscle Injury,2024-01-02,,191
2023-2024,Brighton,135775,A. Fati,Missing Fixture,Calf Injury,2024-01-22,,61
2023-2024,Brighton,70747,J. Enciso,Missing Fixture,Knee Injury,2024-01-22,,230
2023-2024,Brighton,537,J. Veltman,Missing Fixture,Knee Injury,2024-01-22,,43
2023-2024,Brighton,106835,K. Mitoma,Missing Fixture,National selection,2024-01-22,,70
2023-2024,Brighton,301771,S. Adingra,Missing Fixture,National selection,2024-01-22,,38
2023-2024,Brighton,18973,S. March,Missing Fixture,Knee Injury,2024-01-22,,205
2023-2024,Brighton,135775,A. Fati,Missing Fixture,Calf Injury,2024-01-30,,61
2023-2024,Brighton,70747,J. Enciso,Missing Fixture,Knee Injury,2024-01-30,,230
2023-2024,Brighton,537,J. Veltman,Missing Fixture,Knee Injury,2024-01-30,,43
2023-2024,Brighton,106835,K. Mitoma,Missing Fixture,National selection,2024-01-30,,70
2023-2024,Brighton,301771,S. Adingra,Missing Fixture,National selection,2024-01-30,,38
2023-2024,Brighton,18973,S. March,Missing Fixture,Knee Injury,2024-01-30,,205
2023-2024,Brighton,70747,J. Enciso,Missing Fixture,Knee Injury,2024-02-03,,230
2023-2024,Brighton,296,J. Milner,Missing Fixture,Knee Injury,2024-02-03,,123
2023-2024,Brighton,537,J. Veltman,Missing Fixture,Knee Injury,2024-02-03,,43
2023-2024,Brighton,106835,K. Mitoma,Missing Fixture,International duty,2024-02-03,,70
2023-2024,Brighton,301771,S. Adingra,Missing Fixture,International duty,2024-02-03,,38
2023-2024,Brighton,18973,S. March,Missing Fixture,Knee Injury,2024-02-03,,205
2023-2024,Brighton,70747,J. Enciso,Missing Fixture,Knee Injury,2024-02-10,,230
2023-2024,Brighton,296,J. Milner,Missing Fixture,Knee Injury,2024-02-10,,123
2023-2024,Brighton,10329,Joao Pedro,Missing Fixture,Thigh Injury,2024-02-10,,33
2023-2024,Brighton,301771,S. Adingra,Missing Fixture,International duty,2024-02-10,,38
2023-2024,Brighton,18973,S. March,Missing Fixture,Knee Injury,2024-02-10,,205
2023-2024,Brighton,70747,J. Enciso,Missing Fixture,Knee Injury,2024-02-18,,230
2023-2024,Brighton,305730,J. Hinshelwood,Missing Fixture,Ankle Injury,2024-02-18,,91
2023-2024,Brighton,296,J. Milner,Missing Fixture,Knee Injury,2024-02-18,,123
2023-2024,Brighton,10329,Joao Pedro,Missing Fixture,Thigh Injury,2024-02-18,,33
2023-2024,Brighton,18973,S. March,Missing Fixture,Knee Injury,2024-02-18,,205
2023-2024,Brighton,305730,J. Hinshelwood,Missing Fixture,Ankle Injury,2024-02-24,,91
2023-2024,Brighton,296,J. Milner,Missing Fixture,Knee Injury,2024-02-24,,123
2023-2024,Brighton,10329,Joao Pedro,Missing Fixture,Thigh Injury,2024-02-24,,33
2023-2024,Brighton,106835,K. Mitoma,Questionable,Back Injury,2024-02-24,,0
2023-2024,Brighton,18973,S. March,Missing Fixture,Knee Injury,2024-02-24,,205
2023-2024,Brighton,305730,J. Hinshelwood,Missing Fixture,Ankle Injury,2024-03-02,,91
2023-2024,Brighton,296,J. Milner,Missing Fixture,Knee Injury,2024-03-02,,123
2023-2024,Brighton,10329,Joao Pedro,Missing Fixture,Thigh Injury,2024-03-02,,33
2023-2024,Brighton,106835,K. Mitoma,Missing Fixture,Back Injury,2024-03-02,,78
2023-2024,Brighton,18973,S. March,Missing Fixture,Knee Injury,2024-03-02,,205
2023-2024,Brighton,305730,J. Hinshelwood,Missing Fixture,Ankle Injury,2024-03-07,,91
2023-2024,Brighton,296,J. Milner,Missing Fixture,Knee Injury,2024-03-07,,123
2023-2024,Brighton,10329,Joao Pedro,Missing Fixture,Thigh Injury,2024-03-07,,33
2023-2024,Brighton,106835,K. Mitoma,Missing Fixture,Back Injury,2024-03-07,,78
2023-2024,Brighton,18973,S. March,Missing Fixture,Knee Injury,2024-03-07,,205
2023-2024,Brighton,305730,J. Hinshelwood,Missing Fixture,Ankle Injury,2024-03-10,,91
2023-2024,Brighton,296,J. Milner,Missing Fixture,Knee Injury,2024-03-10,,123
2023-2024,Brighton,10329,Joao Pedro,Missing Fixture,Thigh Injury,2024-03-10,,33
2023-2024,Brighton,106835,K. Mitoma,Missing Fixture,Back Injury,2024-03-10,,78
2023-2024,Brighton,18973,S. March,Missing Fixture,Knee Injury,2024-03-10,,205
2023-2024,Brighton,305730,J. Hinshelwood,Missing Fixture,Ankle Injury,2024-03-14,,91
2023-2024,Brighton,296,J. Milner,Missing Fixture,Knee Injury,2024-03-14,,123
2023-2024,Brighton,10329,Joao Pedro,Missing Fixture,Thigh Injury,2024-03-14,,33
2023-2024,Brighton,106835,K. Mitoma,Missing Fixture,Back Injury,2024-03-14,,78
2023-2024,Brighton,18973,S. March,Missing Fixture,Knee Injury,2024-03-14,,205
2023-2024,Brighton,305730,J. Hinshelwood,Missing Fixture,Ankle Injury,2024-03-31,,91
2023-2024,Brighton,296,J. Milner,Questionable,Knee Injury,2024-03-31,,0
2023-2024,Brighton,10329,Joao Pedro,Questionable,Thigh Injury,2024-03-31,,0
2023-2024,Brighton,106835,K. Mitoma,Missing Fixture,Back Injury,2024-03-31,,78
2023-2024,Brighton,18973,S. March,Missing Fixture,Knee Injury,2024-03-31,,205
2023-2024,Brighton,130423,B. Gilmour,Missing Fixture,Knee Injury,2024-04-03,,22
2023-2024,Brighton,305730,J. Hinshelwood,Missing Fixture,Ankle Injury,2024-04-03,,91
2023-2024,Brighton,296,J. Milner,Missing Fixture,Knee Injury,2024-04-03,,45
2023-2024,Brighton,106835,K. Mitoma,Missing Fixture,Back Injury,2024-04-03,,78
2023-2024,Brighton,18973,S. March,Missing Fixture,Knee Injury,2024-04-03,,205
2023-2024,Brighton,19265,A. Webster,Missing Fixture,Knock,2024-04-06,,113
2023-2024,Brighton,130423,B. Gilmour,Missing Fixture,Knee Injury,2024-04-06,,22
2023-2024,Brighton,129643,E. Ferguson,Questionable,Ankle Injury,2024-04-06,,0
2023-2024,Brighton,305730,J. Hinshelwood,Missing Fixture,Ankle Injury,2024-04-06,,91
2023-2024,Brighton,296,J. Milner,Missing Fixture,Knee Injury,2024-04-06,,45
2023-2024,Brighton,106835,K. Mitoma,Missing Fixture,Back Injury,2024-04-06,,78
2023-2024,Brighton,18973,S. March,Missing Fixture,Knee Injury,2024-04-06,,205
2023-2024,Brighton,19265,A. Webster,Missing Fixture,Knock,2024-04-13,,113
2023-2024,Brighton,130423,B. Gilmour,Missing Fixture,Knee Injury,2024-04-13,,22
2023-2024,Brighton,129643,E. Ferguson,Missing Fixture,Ankle Injury,2024-04-13,,36
2023-2024,Brighton,70747,J. Enciso,Missing Fixture,Knock,2024-04-13,,230
2023-2024,Brighton,305730,J. Hinshelwood,Missing Fixture,Ankle Injury,2024-04-13,,91
2023-2024,Brighton,296,J. Milner,Missing Fixture,Knee Injury,2024-04-13,,45
2023-2024,Brighton,106835,K. Mitoma,Missing Fixture,Back Injury,2024-04-13,,78
2023-2024,Brighton,18973,S. March,Missing Fixture,Knee Injury,2024-04-13,,205
2023-2024,Brighton,138815,T. Lamptey,Missing Fixture,Muscle Injury,2024-04-13,,191
2023-2024,Brighton,130423,B. Gilmour,Missing Fixture,Knee Injury,2024-04-25,,22
2023-2024,Brighton,129643,E. Ferguson,Missing Fixture,Ankle Injury,2024-04-25,,36
2023-2024,Brighton,305730,J. Hinshelwood,Missing Fixture,Ankle Injury,2024-04-25,,91
2023-2024,Brighton,296,J. Milner,Missing Fixture,Knee Injury,2024-04-25,,45
2023-2024,Brighton,106835,K. Mitoma,Missing Fixture,Back Injury,2024-04-25,,78
2023-2024,Brighton,46731,P. Estupinan,Missing Fixture,Ankle Injury,2024-04-25,,189
2023-2024,Brighton,18973,S. March,Missing Fixture,Knee Injury,2024-04-25,,205
2023-2024,Brighton,138815,T. Lamptey,Missing Fixture,Muscle Injury,2024-04-25,,191
2023-2024,Brighton,129643,E. Ferguson,Missing Fixture,Ankle Injury,2024-04-28,,36
2023-2024,Brighton,305730,J. Hinshelwood,Missing Fixture,Ankle Injury,2024-04-28,,91
2023-2024,Brighton,296,J. Milner,Missing Fixture,Knee Injury,2024-04-28,,45
2023-2024,Brighton,38695,J. P. van Hecke,Missing Fixture,Thigh Injury,2024-04-28,,170
2023-2024,Brighton,106835,K. Mitoma,Missing Fixture,Back Injury,2024-04-28,,78
2023-2024,Brighton,46731,P. Estupinan,Missing Fixture,Ankle Injury,2024-04-28,,189
2023-2024,Brighton,18973,S. March,Missing Fixture,Knee Injury,2024-04-28,,205
2023-2024,Brighton,138815,T. Lamptey,Missing Fixture,Muscle Injury,2024-04-28,,191
2023-2024,Brighton,295,A. Lallana,Missing Fixture,Injury,2024-05-05,,0
2023-2024,Brighton,129643,E. Ferguson,Missing Fixture,Ankle Injury,2024-05-05,,36
2023-2024,Brighton,305730,J. Hinshelwood,Missing Fixture,Ankle Injury,2024-05-05,,91
2023-2024,Brighton,296,J. Milner,Missing Fixture,Knee Injury,2024-05-05,,45
2023-2024,Brighton,38695,J. P. van Hecke,Missing Fixture,Thigh Injury,2024-05-05,,170
2023-2024,Brighton,106835,K. Mitoma,Missing Fixture,Back Injury,2024-05-05,,78
2023-2024,Brighton,46731,P. Estupinan,Missing Fixture,Ankle Injury,2024-05-05,,189
2023-2024,Brighton,18973,S. March,Missing Fixture,Knee Injury,2024-05-05,,205
2023-2024,Brighton,138815,T. Lamptey,Missing Fixture,Muscle Injury,2024-05-05,,191
2023-2024,Brighton,129643,E. Ferguson,Missing Fixture,Ankle Injury,2024-05-11,,36
2023-2024,Brighton,305730,J. Hinshelwood,Missing Fixture,Ankle Injury,2024-05-11,,91
2023-2024,Brighton,296,J. Milner,Missing Fixture,Knee Injury,2024-05-11,,45
2023-2024,Brighton,38695,J. P. van Hecke,Missing Fixture,Thigh Injury,2024-05-11,,170
2023-2024,Brighton,10329,Joao Pedro,Questionable,Ankle Injury,2024-05-11,,0
2023-2024,Brighton,106835,K. Mitoma,Missing Fixture,Back Injury,2024-05-11,,78
2023-2024,Brighton,46731,P. Estupinan,Missing Fixture,Ankle Injury,2024-05-11,,189
2023-2024,Brighton,18973,S. March,Missing Fixture,Knee Injury,2024-05-11,,205
2023-2024,Brighton,129643,E. Ferguson,Missing Fixture,Ankle Injury,2024-05-15,,36
2023-2024,Brighton,305730,J. Hinshelwood,Missing Fixture,Ankle Injury,2024-05-15,,91
2023-2024,Brighton,296,J. Milner,Missing Fixture,Knee Injury,2024-05-15,,45
2023-2024,Brighton,38695,J. P. van Hecke,Missing Fixture,Thigh Injury,2024-05-15,,170
2023-2024,Brighton,537,J. Veltman,Questionable,Knock,2024-05-15,,0
2023-2024,Brighton,106835,K. Mitoma,Missing Fixture,Back Injury,2024-05-15,,78
2023-2024,Brighton,46731,P. Estupinan,Missing Fixture,Ankle Injury,2024-05-15,,189
2023-2024,Brighton,18973,S. March,Missing Fixture,Knee Injury,2024-05-15,,205
2023-2024,Brighton,129643,E. Ferguson,Missing Fixture,Ankle Injury,2024-05-19,,36
2023-2024,Brighton,305730,J. Hinshelwood,Missing Fixture,Ankle Injury,2024-05-19,,91
2023-2024,Brighton,296,J. Milner,Missing Fixture,Knee Injury,2024-05-19,,45
2023-2024,Brighton,38695,J. P. van Hecke,Missing Fixture,Thigh Injury,2024-05-19,,170
2023-2024,Brighton,537,J. Veltman,Missing Fixture,Knock,2024-05-19,,0
2023-2024,Brighton,106835,K. Mitoma,Missing Fixture,Back Injury,2024-05-19,,78
2023-2024,Brighton,18963,L. Dunk,Missing Fixture,Knee Injury,2024-05-19,,189
2023-2024,Brighton,46731,P. Estupinan,Missing Fixture,Ankle Injury,2024-05-19,,189
2023-2024,Brighton,18973,S. March,Missing Fixture,Knee Injury,2024-05-19,,205
2023-2024,Burnley,18957,M. Obafemi,Missing Fixture,Thigh Injury,2023-08-11,,70
2023-2024,Burnley,105789,D. Churlinov,Missing Fixture,Injury,2023-08-27,,37
2023-2024,Burnley,25628,J. Beyer,Questionable,Thigh Injury,2023-08-27,,0
2023-2024,Burnley,18957,M. Obafemi,Missing Fixture,Thigh Injury,2023-08-27,,70
2023-2024,Burnley,278079,A. Ramsey,Questionable,Knock,2023-09-02,,0
2023-2024,Burnley,129169,A. Zaroury,Missing Fixture,Red Card,2023-09-02,,0
2023-2024,Burnley,105789,D. Churlinov,Missing Fixture,Injury,2023-09-02,,37
2023-2024,Burnley,47903,H. Ekdal,Missing Fixture,Knee Injury,2023-09-02,,35
2023-2024,Burnley,18957,M. Obafemi,Missing Fixture,Thigh Injury,2023-09-02,,70
2023-2024,Burnley,8661,Vitinho,Questionable,Knee Injury,2023-09-02,,0
2023-2024,Burnley,105789,D. Churlinov,Missing Fixture,Injury,2023-09-18,,37
2023-2024,Burnley,47903,H. Ekdal,Missing Fixture,Knee Injury,2023-09-18,,35
2023-2024,Burnley,18957,M. Obafemi,Missing Fixture,Thigh Injury,2023-09-18,,70
2023-2024,Burnley,105789,D. Churlinov,Missing Fixture,Injury,2023-09-23,,37
2023-2024,Burnley,47903,H. Ekdal,Missing Fixture,Knee Injury,2023-09-23,,35
2023-2024,Burnley,98936,L. Foster,Missing Fixture,Red Card,2023-09-23,,34
2023-2024,Burnley,18957,M. Obafemi,Missing Fixture,Thigh Injury,2023-09-23,,70
2023-2024,Burnley,8661,Vitinho,Questionable,Knee Injury,2023-09-23,,0
2023-2024,Burnley,8589,B. Manuel Hedilazio,Missing Fixture,Ankle Injury,2023-09-30,,7
2023-2024,Burnley,105789,D. Churlinov,Missing Fixture,Injury,2023-09-30,,37
2023-2024,Burnley,47903,H. Ekdal,Missing Fixture,Knee Injury,2023-09-30,,35
2023-2024,Burnley,2790,J. B. Gudmundsson,Questionable,Muscle Injury,2023-09-30,,0
2023-2024,Burnley,98936,L. Foster,Missing Fixture,Red Card,2023-09-30,,34
2023-2024,Burnley,18957,M. Obafemi,Missing Fixture,Thigh Injury,2023-09-30,,70
2023-2024,Burnley,18948,N. Redmond,Missing Fixture,Injury,2023-09-30,,232
2023-2024,Burnley,8589,B. Manuel Hedilazio,Missing Fixture,Ankle Injury,2023-10-03,,7
2023-2024,Burnley,105789,D. Churlinov,Missing Fixture,Injury,2023-10-03,,37
2023-2024,Burnley,47903,H. Ekdal,Missing Fixture,Knee Injury,2023-10-03,,35
2023-2024,Burnley,2790,J. B. Gudmundsson,Missing Fixture,Muscle Injury,2023-10-03,,3
2023-2024,Burnley,18957,M. Obafemi,Missing Fixture,Thigh Injury,2023-10-03,,70
2023-2024,Burnley,18948,N. Redmond,Missing Fixture,Injury,2023-10-03,,232
2023-2024,Burnley,8589,B. Manuel Hedilazio,Missing Fixture,Ankle Injury,2023-10-07,,7
2023-2024,Burnley,47903,H. Ekdal,Missing Fixture,Knee Injury,2023-10-07,,35
2023-2024,Burnley,2790,J. B. Gudmundsson,Missing Fixture,Muscle Injury,2023-10-07,,3
2023-2024,Burnley,18957,M. Obafemi,Missing Fixture,Thigh Injury,2023-10-07,,70
2023-2024,Burnley,18948,N. Redmond,Missing Fixture,Injury,2023-10-07,,232
2023-2024,Burnley,8589,B. Manuel Hedilazio,Questionable,Ankle Injury,2023-10-21,,0
2023-2024,Burnley,47903,H. Ekdal,Questionable,Knee Injury,2023-10-21,,0
2023-2024,Burnley,2790,J. B. Gudmundsson,Questionable,Muscle Injury,2023-10-21,,0
2023-2024,Burnley,25628,J. Beyer,Missing Fixture,Knock,2023-10-21,,83
2023-2024,Burnley,18957,M. Obafemi,Missing Fixture,Thigh Injury,2023-10-21,,70
2023-2024,Burnley,8589,B. Manuel Hedilazio,Questionable,Ankle Injury,2023-10-28,,0
2023-2024,Burnley,19331,C. Roberts,Missing Fixture,Red Card,2023-10-28,,0
2023-2024,Burnley,47903,H. Ekdal,Questionable,Knee Injury,2023-10-28,,0
2023-2024,Burnley,25628,J. Beyer,Missing Fixture,Knock,2023-10-28,,83
2023-2024,Burnley,98936,L. Foster,Missing Fixture,Illness,2023-10-28,,34
2023-2024,Burnley,18957,M. Obafemi,Questionable,Thigh Injury,2023-10-28,,0
2023-2024,Burnley,278079,A. Ramsey,Missing Fixture,Injury,2023-11-04,,0
2023-2024,Burnley,8589,B. Manuel Hedilazio,Questionable,Ankle Injury,2023-11-04,,0
2023-2024,Burnley,47903,H. Ekdal,Missing Fixture,Knee Injury,2023-11-04,,56
2023-2024,Burnley,19827,J. Cullen,Missing Fixture,Yellow Cards,2023-11-04,,0
2023-2024,Burnley,98936,L. Foster,Questionable,Illness,2023-11-04,,0
2023-2024,Burnley,18957,M. Obafemi,Questionable,Thigh Injury,2023-11-04,,0
2023-2024,Burnley,323449,A. Al Dakhil,Questionable,Knock,2023-11-11,,0
2023-2024,Burnley,98936,L. Foster,Missing Fixture,Illness,2023-11-11,,119
2023-2024,Burnley,323449,A. Al Dakhil,Questionable,Knock,2023-11-25,,0
2023-2024,Burnley,616,A. Muric,Questionable,Illness,2023-11-25,,0
2023-2024,Burnley,18922,J. Cork,Missing Fixture,Injury,2023-11-25,,0
2023-2024,Burnley,98936,L. Foster,Missing Fixture,Illness,2023-11-25,,119
2023-2024,Burnley,616,A. Muric,Questionable,Illness,2023-12-02,,0
2023-2024,Burnley,18922,J. Cork,Questionable,Injury,2023-12-02,,0
2023-2024,Burnley,98936,L. Foster,Missing Fixture,Illness,2023-12-02,,119
2023-2024,Burnley,25628,J. Beyer,Missing Fixture,Yellow Cards,2023-12-05,,83
2023-2024,Burnley,18922,J. Cork,Missing Fixture,Injury,2023-12-05,,3
2023-2024,Burnley,19827,J. Cullen,Questionable,Knock,2023-12-05,,0
2023-2024,Burnley,98936,L. Foster,Missing Fixture,Illness,2023-12-05,,119
2023-2024,Burnley,18922,J. Cork,Missing Fixture,Injury,2023-12-09,,3
2023-2024,Burnley,19827,J. Cullen,Questionable,Knock,2023-12-09,,0
2023-2024,Burnley,98936,L. Foster,Missing Fixture,Illness,2023-12-09,,119
2023-2024,Burnley,359603,L. Koleosho,Missing Fixture,Knee Injury,2023-12-09,,139
2023-2024,Burnley,278079,A. Ramsey,Questionable,Knee Injury,2023-12-16,,0
2023-2024,Burnley,18918,C. Taylor,Missing Fixture,Yellow Cards,2023-12-16,,46
2023-2024,Burnley,18922,J. Cork,Questionable,Injury,2023-12-16,,0
2023-2024,Burnley,359603,L. Koleosho,Missing Fixture,Knee Injury,2023-12-16,,139
2023-2024,Burnley,278079,A. Ramsey,Missing Fixture,Knee Injury,2023-12-23,,148
2023-2024,Burnley,2790,J. B. Gudmundsson,Missing Fixture,Injury,2023-12-23,,0
2023-2024,Burnley,18922,J. Cork,Missing Fixture,Injury,2023-12-23,,0
2023-2024,Burnley,359603,L. Koleosho,Missing Fixture,Knee Injury,2023-12-23,,139
2023-2024,Burnley,18922,J. Cork,Questionable,Injury,2023-12-26,,0
2023-2024,Burnley,359603,L. Koleosho,Missing Fixture,Knee Injury,2023-12-26,,139
2023-2024,Burnley,47903,H. Ekdal,Missing Fixture,Knee Injury,2023-12-30,,56
2023-2024,Burnley,18922,J. Cork,Missing Fixture,Injury,2023-12-30,,0
2023-2024,Burnley,359603,L. Koleosho,Missing Fixture,Knee Injury,2023-12-30,,139
2023-2024,Burnley,18918,C. Taylor,Missing Fixture,Shoulder Injury,2024-01-12,,46
2023-2024,Burnley,25628,J. Beyer,Missing Fixture,Injury,2024-01-12,,83
2023-2024,Burnley,359603,L. Koleosho,Missing Fixture,Knee Injury,2024-01-12,,139
2023-2024,Burnley,1934,S. Berge,Missing Fixture,Red Card,2024-01-12,,0
2023-2024,Burnley,18918,C. Taylor,Missing Fixture,Shoulder Injury,2024-01-31,,46
2023-2024,Burnley,359603,L. Koleosho,Missing Fixture,Knee Injury,2024-01-31,,139
2023-2024,Burnley,18948,N. Redmond,Missing Fixture,Muscle Injury,2024-01-31,,232
2023-2024,Burnley,18918,C. Taylor,Questionable,Shoulder Injury,2024-02-03,,0
2023-2024,Burnley,1411,H. Delcroix,Questionable,Knock,2024-02-03,,0
2023-2024,Burnley,25628,J. Beyer,Questionable,Thigh Injury,2024-02-03,,0
2023-2024,Burnley,359603,L. Koleosho,Missing Fixture,Knee Injury,2024-02-03,,139
2023-2024,Burnley,18948,N. Redmond,Missing Fixture,Muscle Injury,2024-02-03,,232
2023-2024,Burnley,18918,C. Taylor,Questionable,Shoulder Injury,2024-02-10,,0
2023-2024,Burnley,25628,J. Beyer,Questionable,Thigh Injury,2024-02-10,,0
2023-2024,Burnley,359603,L. Koleosho,Missing Fixture,Knee Injury,2024-02-10,,139
2023-2024,Burnley,18948,N. Redmond,Missing Fixture,Muscle Injury,2024-02-10,,232
2023-2024,Burnley,25628,J. Beyer,Missing Fixture,Thigh Injury,2024-02-17,,21
2023-2024,Burnley,98936,L. Foster,Missing Fixture,Injury,2024-02-17,,119
2023-2024,Burnley,359603,L. Koleosho,Missing Fixture,Knee Injury,2024-02-17,,139
2023-2024,Burnley,18948,N. Redmond,Missing Fixture,Muscle Injury,2024-02-17,,232
2023-2024,Burnley,278079,A. Ramsey,Missing Fixture,Knee Injury,2024-02-24,,148
2023-2024,Burnley,25628,J. Beyer,Missing Fixture,Thigh Injury,2024-02-24,,21
2023-2024,Burnley,98936,L. Foster,Missing Fixture,Injury,2024-02-24,,119
2023-2024,Burnley,359603,L. Koleosho,Missing Fixture,Knee Injury,2024-02-24,,139
2023-2024,Burnley,18948,N. Redmond,Missing Fixture,Muscle Injury,2024-02-24,,232
2023-2024,Burnley,278079,A. Ramsey,Missing Fixture,Knee Injury,2024-03-03,,148
2023-2024,Burnley,25628,J. Beyer,Missing Fixture,Thigh Injury,2024-03-03,,21
2023-2024,Burnley,19268,J. Brownhill,Missing Fixture,Red Card,2024-03-03,,0
2023-2024,Burnley,98936,L. Foster,Missing Fixture,Injury,2024-03-03,,119
2023-2024,Burnley,359603,L. Koleosho,Missing Fixture,Knee Injury,2024-03-03,,139
2023-2024,Burnley,18948,N. Redmond,Missing Fixture,Muscle Injury,2024-03-03,,232
2023-2024,Burnley,278079,A. Ramsey,Missing Fixture,Knee Injury,2024-03-10,,148
2023-2024,Burnley,25628,J. Beyer,Missing Fixture,Thigh Injury,2024-03-10,,21
2023-2024,Burnley,98936,L. Foster,Missing Fixture,Injury,2024-03-10,,119
2023-2024,Burnley,359603,L. Koleosho,Missing Fixture,Knee Injury,2024-03-10,,139
2023-2024,Burnley,18948,N. Redmond,Missing Fixture,Muscle Injury,2024-03-10,,232
2023-2024,Burnley,323449,A. Al Dakhil,Missing Fixture,Injury,2024-03-16,,0
2023-2024,Burnley,278079,A. Ramsey,Missing Fixture,Knee Injury,2024-03-16,,148
2023-2024,Burnley,25628,J. Beyer,Questionable,Thigh Injury,2024-03-16,,0
2023-2024,Burnley,359603,L. Koleosho,Missing Fixture,Knee Injury,2024-03-16,,139
2023-2024,Burnley,18948,N. Redmond,Missing Fixture,Muscle Injury,2024-03-16,,232
2023-2024,Burnley,323449,A. Al Dakhil,Questionable,Injury,2024-03-30,,0
2023-2024,Burnley,278079,A. Ramsey,Missing Fixture,Knee Injury,2024-03-30,,148
2023-2024,Burnley,291476,D. D. Fofana,Missing Fixture,Loan agreement,2024-03-30,,0
2023-2024,Burnley,25628,J. Beyer,Questionable,Thigh Injury,2024-03-30,,0
2023-2024,Burnley,359603,L. Koleosho,Missing Fixture,Knee Injury,2024-03-30,,139
